from,to,prob,pagerank_from,spc_original,spc_weighted,forward_from_sources,backward_to_sinks
"('召集', '知识协作类')","('了解', '知识重构类')",1.0,0.001870538813422347,170,0.317991598281799,1,170
"('产生', '知识整合类')","('比较', '知识整合类')",1.0,0.001954353982121837,162,0.31660534510373756,1,162
"('参加', '知识协作类')","('获取', '资源获取类')",0.25,0.004240707721852303,289,0.30639113290382886,1,289
"('出现', '成果影响类')","('获取', '成果发布类')",1.0,0.001631669658777859,186,0.30349055653268175,1,186
"('带领', '知识协作类')","('建立', '知识重构类')",0.09090909090909091,0.01055336866780047,306,0.29357552839517675,102,3
"('处理', '知识重构类')","('采用', '资源获取类')",0.3333333333333333,0.004217954723782492,204,0.2868209212172094,6,34
"('开展', '知识规划类')","('带领', '知识协作类')",0.25,0.002646500087107064,424,0.2805290092333488,2,212
"('考察', '资源获取类')","('看见', '知识重构类')",0.5,0.001623511564646817,330,0.2678794081667248,1,330
"('采集', '知识整合类')","('产生', '知识整合类')",1.0,0.001558939654092417,162,0.25254822396297155,1,162
"('调节', '知识重构类')","('获取', '成果发布类')",0.5,0.002689596594124996,186,0.25013248325362464,1,186
"('引用', '资源获取类')","('召集', '知识协作类')",1.0,0.001463737114092994,170,0.248835309395809,1,170
"('参加', '知识重构类')","('发现', '知识重构类')",0.3333333333333333,0.005243493019530914,140,0.24469634091144266,2,70
"('投影', '成果发布类')","('认为', '知识重构类')",1.0,0.002185320088785368,111,0.24257052985517585,3,37
"('召开', '知识协作类')","('分析', '知识重构类')",0.3333333333333333,0.003142554232882872,226,0.236739085543843,2,113
"('了解', '知识重构类')","('完成', '成果发布类')",0.5,0.00339642754014394,136,0.2309570727297879,1,136
"('表明', '知识重构类')","('说明', '知识重构类')",0.1666666666666667,0.007739830391703697,176,0.2270350248233085,44,4
"('拍摄', '知识重构类')","('分析', '知识重构类')",1.0,0.002008567852640051,113,0.22696816734832578,1,113
"('发现', '知识重构类')","('解决', '知识重构类')",0.05882352941176471,0.01850792364471343,200,0.2177402781730992,200,1
"('考虑', '知识重构类')","('计算', '知识重构类')",0.125,0.007566995391472727,228,0.21565936865697272,76,3
"('产生', '知识重构类')","('减小', '知识重构类')",0.5,0.002675617248665027,159,0.21271157126886964,1,159
"('汇报', '知识重构类')","('表明', '知识重构类')",1.0,0.001522703349258224,135,0.20556495214986023,1,135
"('研制', '成果发布类')","('具有', '成果影响类')",0.3333333333333333,0.00618233525328103,99,0.20401706335827396,99,1
"('指出', '知识重构类')","('处理', '知识重构类')",0.3333333333333333,0.003470385289118555,175,0.20243914186524903,5,35
"('汇报', '成果发布类')","('投影', '成果发布类')",0.5,0.003642570976444918,111,0.20216268919269295,3,37
"('求解', '知识重构类')","('分析', '知识重构类')",0.2,0.004347228311487226,226,0.1964947196792226,2,113
"('带领', '知识协作类')","('研究', '知识重构类')",0.1818181818181818,0.01055336866780047,102,0.19571701893011778,102,1
"('权衡', '知识重构类')","('分析', '知识重构类')",1.0,0.001664755680073777,113,0.1881173918483368,1,113
"('建立', '知识规划类')","('开展', '知识重构类')",0.1428571428571428,0.006792978240566972,189,0.18341041249530815,27,7
"('记录', '知识重构类')","('拍摄', '知识重构类')",1.0,0.00162051917911774,113,0.18311866724030462,1,113
"('减小', '知识重构类')","('求解', '知识重构类')",0.5,0.002895348446344857,125,0.18095927789655358,1,125
"('比较', '知识整合类')","('分析', '知识重构类')",0.5,0.003184326791059898,113,0.17991446369488423,1,113
"('试验', '知识重构类')","('说明', '知识重构类')",0.06666666666666667,0.01774722037975357,148,0.17510590774690188,37,4
"('试验', '知识重构类')","('讨论', '知识协作类')",0.1333333333333333,0.01774722037975357,74,0.17510590774690182,37,2
"('递交', '知识协作类')","('汇报', '成果发布类')",1.0,0.00191645545157261,90,0.1724809906415349,2,45
"('分析', '知识重构类')","('解决', '知识重构类')",0.05263157894736842,0.01615408579391875,193,0.16409150306454307,193,1
"('分析', '知识重构类')","('检验', '成果影响类')",0.05263157894736842,0.01615408579391875,193,0.16409150306454307,193,1
"('确定', '知识规划类')","('提出', '知识重构类')",0.1666666666666667,0.007266832669061547,126,0.15260348605029253,18,7
"('开展', '知识规划类')","('召开', '知识协作类')",0.25,0.002646500087107064,228,0.15085050496510266,2,114
"('组装', '知识重构类')","('分析', '知识重构类')",0.5,0.002578988903872153,113,0.14571287306877664,1,113
"('认为', '成果影响类')","('开辟', '成果影响类')",1.0,0.001869562121279721,77,0.14395628333853852,1,77
"('获取', '资源获取类')","('发现', '知识重构类')",0.3333333333333333,0.002966264450047725,140,0.1384256743355605,2,70
"('确定', '知识重构类')","('递交', '知识协作类')",0.3333333333333333,0.00454767636043241,90,0.1364302908129723,2,45
"('提供', '资源获取类')","('提出', '知识重构类')",0.25,0.004657430347522203,112,0.13040804973062167,16,7
"('验算', '知识重构类')","('发现', '知识重构类')",1.0,0.001683920016971223,70,0.11787440118798562,1,70
"('平衡', '知识重构类')","('借助', '资源获取类')",1.0,0.001600310763961584,73,0.11682268576919563,1,73
"('明确', '知识规划类')","('考虑', '知识重构类')",0.5,0.002320879476461843,98,0.11372309434663032,1,98
"('指导', '知识协作类')","('计算', '知识重构类')",0.2222222222222222,0.01030883317584295,45,0.10308833175842949,15,3
"('反对', '知识重构类')","('发现', '知识重构类')",1.0,0.001442578212750519,70,0.10098047489253632,1,70
"('从事', '知识重构类')","('发现', '知识重构类')",1.0,0.001436233185739405,70,0.10053632300175835,1,70
"('证明', '成果影响类')","('确保', '成果影响类')",0.25,0.007710854366469963,52,0.10024110676410952,52,1
"('观测', '知识重构类')","('发现', '知识重构类')",0.5,0.002788264596247545,70,0.09758926086866408,1,70
"('合作', '知识协作类')","('测量', '知识重构类')",1.0,0.001638080932629707,58,0.09500869409252301,2,29
"('引起', '知识重构类')","('采用', '资源获取类')",0.5,0.002791153076581383,68,0.09489920460376702,2,34
"('选择', '成果影响类')","('获取', '成果影响类')",1.0,0.001947263608981288,48,0.09346865323110182,1,48
"('担任', '知识规划类')","('安排', '知识规划类')",0.25,0.001749627729858448,213,0.09316767661496235,1,213
"('担任', '知识规划类')","('带领', '知识协作类')",0.25,0.001749627729858448,212,0.09273026968249774,1,212
"('列为', '成果影响类')","('评为', '成果影响类')",1.0,0.00185186836129177,49,0.09074154970329673,1,49
"('控制', '知识重构类')","('采用', '资源获取类')",0.3333333333333333,0.003921146465821659,68,0.0888793198919576,2,34
"('预测', '知识重构类')","('发现', '知识重构类')",0.5,0.002517419227504086,70,0.08810967296264301,1,70
"('添加', '知识重构类')","('验算', '知识重构类')",0.3333333333333333,0.003755291232619415,70,0.08762346209445301,1,70
"('检查', '知识重构类')","('发现', '知识重构类')",0.5,0.002485119178759844,70,0.08697917125659455,1,70
"('评为', '成果影响类')","('获取', '成果影响类')",0.5,0.003577892222181252,48,0.08586941333235006,1,48
"('看见', '知识重构类')","('采用', '资源获取类')",0.5,0.002474332892855732,68,0.08412731835709489,2,34
"('完成', '成果发布类')","('成为', '成果影响类')",0.5,0.004383536550496933,38,0.08328719445944173,38,1
"('建立', '知识规划类')","('建立', '知识重构类')",0.1428571428571428,0.006792978240566972,81,0.0786044624979892,27,3
"('比较', '知识整合类')","('学习', '知识整合类')",0.5,0.003184326791059898,49,0.0780160063809675,1,49
"('出版', '成果发布类')","('选择', '成果影响类')",1.0,0.001550885963314381,48,0.07444252623909028,1,48
"('获取', '知识重构类')","('解决', '知识重构类')",0.07142857142857142,0.01763390578472379,59,0.0743143172356217,59,1
"('考虑', '知识重构类')","('汇报', '知识协作类')",0.125,0.007566995391472727,76,0.0718864562189909,76,1
"('用于', '知识重构类')","('汇报', '成果发布类')",1.0,0.001560067253891027,45,0.07020302642509621,1,45
"('分享', '知识协作类')","('处理', '知识重构类')",1.0,0.00199565212295957,35,0.06984782430358495,1,35
"('提高', '知识重构类')","('合作', '知识协作类')",0.3333333333333333,0.003599090491212483,58,0.06958241616344134,2,29
"('掌握', '知识整合类')","('改进', '知识重构类')",1.0,0.001761564977732576,39,0.06870103413157047,1,39
"('选择', '知识规划类')","('求解', '知识重构类')",0.2,0.002681457004827074,125,0.06703642512067685,1,125
"('来到', '知识规划类')","('分析', '知识重构类')",0.3333333333333333,0.001768056968342589,113,0.06659681247423752,1,113
"('自创', '知识重构类')","('采用', '资源获取类')",1.0,0.001856397237171641,34,0.06311750606383579,1,34
"('训练', '知识重构类')","('采用', '资源获取类')",1.0,0.001840778939595927,34,0.06258648394626153,1,34
"('提供', '知识重构类')","('证明', '知识重构类')",0.25,0.004150889574701989,60,0.062263343620529835,5,12
"('设计', '知识重构类')","('研制', '知识重构类')",0.3333333333333333,0.006148954480747369,30,0.061489544807473685,10,3
"('获取', '成果发布类')","('通过', '成果影响类')",0.25,0.006642188386889503,37,0.061440242578727905,37,1
"('获取', '成果发布类')","('具有', '成果影响类')",0.25,0.006642188386889503,37,0.061440242578727905,37,1
"('了解', '知识重构类')","('采用', '资源获取类')",0.5,0.00339642754014394,34,0.05773926818244698,1,34
"('表明', '知识重构类')","('研究', '知识重构类')",0.1666666666666667,0.007739830391703697,44,0.05675875620582713,44,1
"('撰写', '知识重构类')","('分享', '知识协作类')",1.0,0.001605848678859964,35,0.056204703760098736,1,35
"('生长', '资源获取类')","('测量', '知识重构类')",1.0,0.001933922707287064,29,0.056083758511324855,1,29
"('借助', '资源获取类')","('改进', '知识重构类')",0.5,0.002859867952805465,39,0.05576742507970657,1,39
"('研究', '知识规划类')","('学习', '知识整合类')",0.5,0.002166886146039361,49,0.05308871057796434,1,49
"('克服', '知识重构类')","('采用', '资源获取类')",1.0,0.001558939654092417,34,0.05300394823914218,1,34
"('选择', '知识规划类')","('考虑', '知识重构类')",0.2,0.002681457004827074,98,0.05255655729461065,1,98
"('帮助', '知识协作类')","('掌握', '知识整合类')",0.3333333333333333,0.004019873326822753,39,0.052258353248695794,1,39
"('指导', '知识协作类')","('研制', '知识重构类')",0.1111111111111111,0.01030883317584295,45,0.051544165879214746,15,3
"('减小', '知识重构类')","('自创', '知识重构类')",0.5,0.002895348446344857,34,0.04922092358786257,1,34
"('借助', '资源获取类')","('训练', '知识重构类')",0.5,0.002859867952805465,34,0.0486177551976929,1,34
"('认为', '知识协作类')","('测量', '知识重构类')",1.0,0.001664755680073777,29,0.048277914722139534,1,29
"('激发', '知识协作类')","('采用', '资源获取类')",1.0,0.001398367391736076,34,0.047544491319026584,1,34
"('预测', '知识重构类')","('认为', '知识重构类')",0.5,0.002517419227504086,37,0.04657225570882559,1,37
"('找到', '知识重构类')","('采用', '资源获取类')",0.5,0.002657733029131773,34,0.04518146149524015,1,34
"('开展', '知识规划类')","('采用', '资源获取类')",0.25,0.002646500087107064,68,0.044990501480820094,2,34
"('分成', '知识规划类')","('生长', '资源获取类')",1.0,0.001535732527865108,29,0.04453624330808813,1,29
"('试验', '知识重构类')","('判断', '知识重构类')",0.06666666666666667,0.01774722037975357,37,0.04377647693672547,37,1
"('汇报', '成果发布类')","('发表', '成果发布类')",0.5,0.003642570976444918,24,0.04371085171733902,3,8
"('确定', '知识规划类')","('讨论', '知识协作类')",0.1666666666666667,0.007266832669061547,36,0.043600996014369287,18,2
"('提出', '成果发布类')","('解决', '成果影响类')",0.2,0.006582023508916227,33,0.0434413551588471,33,1
"('求解', '知识重构类')","('证明', '知识重构类')",0.4,0.004347228311487226,24,0.041733391790277366,2,12
"('添加', '知识重构类')","('测量', '知识重构类')",0.3333333333333333,0.003755291232619415,29,0.03630114858198768,1,29
"('参加', '知识协作类')","('采用', '资源获取类')",0.25,0.004240707721852303,34,0.03604601563574457,1,34
"('组织', '知识协作类')","('开展', '知识重构类')",0.1428571428571428,0.00890905165319292,28,0.03563620661277166,4,7
"('研究', '知识规划类')","('分成', '知识规划类')",0.5,0.002166886146039361,29,0.03141984911757073,1,29
"('组装', '成果发布类')","('具有', '成果影响类')",1.0,0.002506874727688903,12,0.030082496732266838,12,1
"('提供', '成果发布类')","('发表', '成果发布类')",0.5,0.003740279426018385,16,0.02992223540814708,2,8
"('讨论', '知识重构类')","('整理', '知识整合类')",1.0,0.001414618747377525,21,0.029706993694928026,1,21
"('根据', '资源获取类')","('计算', '知识重构类')",0.2857142857142857,0.006838384928988092,15,0.02930736398137753,5,3
"('跟随', '知识协作类')","('学习', '知识整合类')",1.0,0.000581882312728644,49,0.02851223332370356,1,49
"('翻译', '知识整合类')","('整理', '知识整合类')",1.0,0.001330401381566729,21,0.027938429012901313,1,21
"('研究', '知识整合类')","('探索', '知识重构类')",1.0,0.00232247151647498,12,0.027869658197699758,1,12
"('改造', '知识重构类')","('发表', '成果发布类')",0.5,0.003483007204691448,16,0.027864057637531584,2,8
"('结合', '知识重构类')","('观察', '知识重构类')",1.0,0.00162051917911774,17,0.027548826045001577,1,17
"('推出', '知识重构类')","('发表', '成果发布类')",0.5,0.00337371375551343,16,0.02698971004410744,2,8
"('落实', '知识重构类')","('组装', '成果发布类')",1.0,0.002186527474936255,12,0.02623832969923506,12,1
"('开发', '知识重构类')","('观察', '知识重构类')",1.0,0.001522703349258224,17,0.025885956937389806,1,17
"('理清', '知识整合类')","('研究', '知识整合类')",1.0,0.001977070710530853,12,0.023724848526370235,1,12
"('调节', '知识重构类')","('观察', '知识重构类')",0.5,0.002689596594124996,17,0.022861571050062465,1,17
"('整理', '知识整合类')","('撰写', '成果发布类')",0.25,0.005050716263319778,18,0.022728223184939,2,9
"('找到', '知识重构类')","('观察', '知识重构类')",0.5,0.002657733029131773,17,0.022590730747620073,1,17
"('安排', '知识协作类')","('落实', '知识重构类')",1.0,0.001822656914891693,12,0.021871882978700317,12,1
"('采用', '知识重构类')","('发表', '成果发布类')",0.2,0.006371997469458257,16,0.020390391902266422,2,8
"('整理', '知识整合类')","('发表', '成果发布类')",0.25,0.005050716263319778,16,0.02020286505327911,2,8
"('分析', '知识整合类')","('理清', '知识整合类')",1.0,0.001584742743309652,12,0.019016912919715825,1,12
"('准备', '知识规划类')","('观察', '知识重构类')",1.0,0.001094164482898957,17,0.01860079620928227,1,17
"('起到', '成果影响类')","('发表', '成果发布类')",1.0,0.002296463929754982,8,0.018371711438039857,1,8
"('推出', '成果发布类')","('提供', '成果发布类')",1.0,0.002036620150690431,9,0.01832958135621388,1,9
"('查阅', '知识整合类')","('决定', '知识规划类')",0.3333333333333333,0.003809172121560716,14,0.01777613656728334,2,7
"('列举', '知识重构类')","('比较', '知识重构类')",1.0,0.001444679228899834,12,0.017336150746798007,1,12
"('绘制', '知识重构类')","('安排', '知识协作类')",0.5,0.002818699678638642,12,0.01691219807183185,12,1
"('引用', '成果影响类')","('起到', '成果影响类')",1.0,0.001947529650362795,8,0.01558023720290236,1,8
"('通过', '成果发布类')","('推出', '成果发布类')",1.0,0.001652382744110963,9,0.014871444696998666,1,9
"('建议', '知识规划类')","('研究', '知识重构类')",0.2,0.004051015472606175,18,0.014583655701382231,18,1
"('添加', '成果发布类')","('提供', '成果发布类')",1.0,0.001550885963314381,9,0.01395797366982943,1,9
"('组成', '成果发布类')","('检验', '知识重构类')",1.0,0.001545889951343673,9,0.013913009562093057,1,9
"('获取', '资源获取类')","('决定', '知识规划类')",0.3333333333333333,0.002966264450047725,14,0.013842567433556049,2,7
"('修订', '知识重构类')","('发表', '成果发布类')",1.0,0.001560067253891027,8,0.012480538031128216,1,8
"('帮助', '资源获取类')","('发表', '成果发布类')",1.0,0.001558939654092417,8,0.012471517232739336,1,8
"('投稿', '成果发布类')","('发表', '成果发布类')",1.0,0.001550885963314381,8,0.012407087706515049,1,8
"('相符', '知识重构类')","('决定', '知识规划类')",1.0,0.001631669658777859,7,0.011421687611445012,1,7
"('认可', '知识协作类')","('决定', '知识规划类')",1.0,0.001606968688359699,7,0.011248780818517892,1,7
"('组织', '知识协作类')","('讨论', '知识协作类')",0.1428571428571428,0.00890905165319292,8,0.01018177331793476,4,2
"('了解', '知识整合类')","('准备', '知识规划类')",1.0,0.000581882312728644,17,0.009891999316386948,1,17
"('检验', '知识重构类')","('决定', '知识规划类')",0.5,0.002691384248714147,7,0.009419844870499515,1,7
"('参加', '知识协作类')","('发表', '成果发布类')",0.25,0.004240707721852303,8,0.008481415443704605,1,8
"('处理', '知识重构类')","('研究', '知识重构类')",0.3333333333333333,0.004217954723782492,6,0.008435909447564983,6,1
"('制定', '知识规划类')","('讨论', '知识协作类')",0.5,0.004043589228970953,4,0.008087178457941905,2,2
"('批准', '知识规划类')","('决定', '知识规划类')",0.5,0.002296294844977636,7,0.008037031957421725,1,7
"('采用', '知识重构类')","('计算', '知识重构类')",0.2,0.006371997469458257,6,0.007646396963349908,2,3
"('整理', '知识整合类')","('计算', '知识重构类')",0.25,0.005050716263319778,6,0.0075760743949796665,2,3
"('关注', '知识规划类')","('转化', '知识重构类')",1.0,0.001054026793762284,7,0.007378187556335988,1,7
"('安排', '知识规划类')","('研究', '知识重构类')",0.5,0.004089597647837549,3,0.0061343964717563235,3,1
"('提出', '知识协作类')","('说明', '知识协作类')",1.0,0.001331255812130331,4,0.005325023248521324,1,4
"('转化', '知识重构类')","('理清', '知识重构类')",0.5,0.00248689213090261,4,0.00497378426180522,1,4
"('勾画', '知识重构类')","('建立', '知识重构类')",1.0,0.001631669658777859,3,0.004895008976333577,1,3
"('抽象', '知识重构类')","('计算', '知识重构类')",1.0,0.001488197473140036,3,0.004464592419420108,1,3
"('检查', '知识整合类')","('计算', '知识重构类')",1.0,0.001453593113347932,3,0.004360779340043796,1,3
"('组织', '知识规划类')","('计算', '知识重构类')",1.0,0.001453593113347932,3,0.004360779340043796,1,3
"('理清', '知识重构类')","('计算', '知识重构类')",0.5,0.002867438419538274,3,0.004301157629307411,1,3
"('旁听', '知识协作类')","('讨论', '知识协作类')",1.0,0.002131274329319568,2,0.004262548658639136,1,2
"('介绍', '知识协作类')","('决定', '知识规划类')",1.0,0.000581882312728644,7,0.004073176189100508,1,7
"('选择', '知识规划类')","('提出', '知识重构类')",0.2,0.002681457004827074,7,0.003754039806757904,1,7
"('选择', '知识规划类')","('关注', '知识规划类')",0.2,0.002681457004827074,7,0.003754039806757904,1,7
"('提供', '成果发布类')","('认识', '成果影响类')",0.5,0.003740279426018385,2,0.003740279426018385,2,1
"('转化', '知识重构类')","('计算', '知识重构类')",0.5,0.00248689213090261,3,0.003730338196353915,1,3
"('选择', '知识重构类')","('计算', '知识重构类')",0.3333333333333333,0.003720021680887872,3,0.0037200216808878717,1,3
"('吸引', '成果影响类')","('旁听', '知识协作类')",1.0,0.001759896908474152,2,0.003519793816948304,1,2
"('参加', '知识重构类')","('解决', '知识重构类')",0.3333333333333333,0.005243493019530914,2,0.0034956620130206094,2,1
"('产生', '知识规划类')","('研究', '知识重构类')",1.0,0.001719198307591777,2,0.003438396615183554,2,1
"('听取', '知识协作类')","('讨论', '知识协作类')",0.5,0.003420146540725784,2,0.003420146540725784,1,2
"('结合', '资源获取类')","('计算', '知识重构类')",0.5,0.002270078192355365,3,0.0034051172885330478,1,3
"('要求', '知识规划类')","('提出', '知识协作类')",0.5,0.001702371116972746,4,0.003404742233945492,1,4
"('发现', '知识整合类')","('研究', '知识重构类')",1.0,0.001699732044859917,2,0.003399464089719834,2,1
"('深入', '知识重构类')","('讨论', '知识协作类')",1.0,0.001652382744110963,2,0.003304765488221926,1,2
"('察觉', '知识重构类')","('汇报', '知识协作类')",0.3333333333333333,0.004270624293310653,2,0.002847082862207102,2,1
"('观测', '知识重构类')","('讨论', '知识协作类')",0.5,0.002788264596247545,2,0.002788264596247545,1,2
"('检验', '知识重构类')","('称作', '成果影响类')",0.5,0.002691384248714147,2,0.002691384248714147,1,2
"('帮助', '知识协作类')","('讨论', '知识协作类')",0.3333333333333333,0.004019873326822753,2,0.0026799155512151687,1,2
"('说明', '知识协作类')","('讨论', '知识协作类')",0.5,0.002676126157572791,2,0.002676126157572791,1,2
"('说明', '知识协作类')","('吸引', '成果影响类')",0.5,0.002676126157572791,2,0.002676126157572791,1,2
"('怀疑', '知识重构类')","('产生', '知识规划类')",0.5,0.002583670088857151,2,0.002583670088857151,2,1
"('采用', '知识重构类')","('解决', '知识重构类')",0.2,0.006371997469458257,2,0.0025487989877833028,2,1
"('查阅', '知识整合类')","('发现', '知识整合类')",0.3333333333333333,0.003809172121560716,2,0.002539448081040477,2,1
"('整理', '知识整合类')","('研究', '知识重构类')",0.25,0.005050716263319778,2,0.002525358131659889,2,1
"('召开', '知识协作类')","('研究', '知识重构类')",0.3333333333333333,0.003142554232882872,2,0.0020950361552552477,2,1
"('具有', '知识整合类')","('研究', '知识重构类')",1.0,0.001926289212667712,1,0.001926289212667712,1,1
"('撰写', '知识整合类')","('讲课', '知识协作类')",1.0,0.00184632469002549,1,0.00184632469002549,1,1
"('评为', '成果影响类')","('成为', '成果影响类')",0.5,0.003577892222181252,1,0.001788946111090626,1,1
"('根据', '知识整合类')","('计算', '知识重构类')",1.0,0.000581882312728644,3,0.0017456469381859322,1,3
"('假设', '知识重构类')","('研究', '知识重构类')",1.0,0.001631669658777859,1,0.001631669658777859,1,1
"('考察', '资源获取类')","('讨论', '知识协作类')",0.5,0.001623511564646817,2,0.001623511564646817,1,2
"('推荐', '知识重构类')","('研究', '知识重构类')",1.0,0.001572360407623759,1,0.001572360407623759,1,1
"('参加', '知识整合类')","('具有', '知识整合类')",1.0,0.001527061924991739,1,0.001527061924991739,1,1
"('担任', '知识协作类')","('撰写', '知识整合类')",1.0,0.001436233185739405,1,0.001436233185739405,1,1
"('理清', '知识重构类')","('解决', '知识重构类')",0.5,0.002867438419538274,1,0.001433719209769137,1,1
"('检查', '知识重构类')","('判断', '知识重构类')",0.5,0.002485119178759844,1,0.001242559589379922,1,1
"('来到', '知识规划类')","('汇报', '知识协作类')",0.3333333333333333,0.001768056968342589,1,0.0005893523227808629,1,1
"('应邀', '知识协作类')","('讲课', '知识协作类')",1.0,0.000581882312728644,1,0.000581882312728644,1,1
"('选择', '知识规划类')","('汇报', '知识协作类')",0.2,0.002681457004827074,1,0.0005362914009654148,1,1
